0,1
The hallmark of Star Trek has always been its upbeat and mostly positive view of the future. This dark and disgusting version is not worth the cost to join CBS All Access or the time wasted watching it. Hopefully it will end with season one and be quickly forgotten. The Orville on FOX is what Discovery should have been.,17 October 2017
"Acting was a bit sloppy but bearable. Though animation was way better than star trek enterprise and slightly ahead in terms of texture animation to Orville. I usually don't read plots, so i'm surprised to find that its only dated 10 years before the rebooted movies, lol. That would make any events here unneeded in a major way.

I wonder why IMDb rated this 7+ when almost everybody rated this badly.

I also didn't get the logic on why you placed a traumatized officer on deck. Where's the humor here? Its so dark, and when does the actual discovering happen?",26 September 2017
"Endless pompous background music, terrible lighting, stretched scenes like in some romantic movie. The first season, I managed to watch. I gave the second one 3 chances and am not able to get through it. It is a great pity.",19 October 2020
"I hate the last 2-3 films and also Star Trek: Discovery, just because this is not Star Treck for me. They really destroy what it was for me. its a teenage action trash! I hope i am not alone with this opinion.Maybe then i had the hope for a real Star Treck series(or film)in the future. Oh Gene Roddenberry look what they done! Beam me up! Heghlu'meH QaQ jajvam.",13 November 2017
"Did not enjoy the pilot episode. Characters were unpleasant and the plot was a confused mess. Now it appears I have to go to CBS online to see Part II of the pilot? No. I hope they show Part II next week - and if so I will hope for improvement. Otherwise, I will simply give up on the series. I was so hopeful, but (so far) this is the Star Trek series I like the least.",27 September 2017
"I preface this review with a statement I best believe qualifies my absolute devotion to the overall Star Trek Universe and more importantly, to its noble communitarian ideals: I want Discovery to do well because it is the most agreeably viable outcome with the widest distribution curve in a merit-based system representing a cross section of humanity (or whatever we evolve into). That being said, Discovery has fought tooth and nail for its place in the heavens. However, even among friendly contenders such as the Star Trek Picard fan base, its warp engines seem to have sputtered and then stalled. Okay, this was not an anticipated reaction but nor was it a total surprise either. However, the LGBT community from what I gather, likewise does not seem all that enthusiastic about its syndication despite their growing visibility on set. Discovery is a relatively successful show, its overall reception nevertheless remains rather, ho-hum; which begs the question: How well is it doing... really?

Personally, it's still a challenge trying to gauge its trajectory. Discovery had a very strong start back in 2017. After six or seven episodes however, its popularity began to wane though not enough to threaten its existence. Even so, I took a hiatus from from all-things-Trekkian, at least on celluloid; I still read scores of books produced by my favorite authors of the franchise, and will continue doing so in the foreseeable future. What dissolved my cinematic participation were the new combinatorial strategies for casting people of color, particularly of African descent: Gumbyism or non-white, very masculine females, who risk their occupations, welfare, indeed their very lives for the good of everybody else (usually white), but almost never black etcetera; (I wanted to enumerate them but its too depressing)

What brought me back into the fold, after missing all of season three and most of season two, was seeing Booker and the good captain hit it off. I miss this. As beautiful as it was to behold, it was an absolute breech in protocol regarding people of African descent. In the 2020s, black females are NOT to be paired with other black males! Interracial relationships with white males are strongly encouraged -if not, then lesbian relationships. This was the case in season two of Discovery; also in How to get away with Murder 2014-2020; also with The Foundation 2021; and The Wheel of Time 2021; and Spiderman: No Way Home 2021, as with Station Eleven 2021, as with Arcane 2021, as with The Expanse 2015-2021, The Boys 2019, Carnival Row 2019, as with so many others. The list is legion. Naivete might convince some, perhaps many, that this is merely forward progress in 'race relations'. But it feels more like a vicious campaign aimed primarily at reducing black numbers through the soft power of entertainment media; in this case, movies. And if the old saying about 'art imitating life, imitating art' holds, then we can only expect to see more of this play out in real life.

I don't know how long their relationship will endure, but I do hope for a good while.",18 December 2021
"I'm a long time fan of the Star Trek series, an original Trekkie from the late 60's, I had such high hopes for a new show and then all my hopes shot down in flames, this is not Star Trek, I don't know what it is but it's not following the same theme. I won't repeat what the others have said but they are dead on, what a shame, poor acting and no leadership, and most of the main stars are very political and should never bring their personal beliefs up that just hurts the fan base, they alienate a lot of fans, I'm sorry to say this show won't last and it's gonna hurt the franchise.",13 November 2017
"I watched the first episodes and now during its recess it is likely I wont return. I just found ""The Orville"" and from my point of view this is really the end for STD. Comparing the two series is interesting: STD is monochromatic with an always boring conflict between Federation and Klingons who seem came from a Carnival party instead of a warrior world; Orville is intelligent, has sense of humor and deals with conflicts we could expect in a multi-planetary-etnic-cultural society. Guess what series Gene Rodenberry would prefer ?",26 December 2017
"Pure feminist propaganda from the beginning. Michael is the main character, a women. On a show which is mostly watched by men and was alway intended for men. It was always a story of friendship and showing how to lead a team the right way. The show's goal is to show young people who have intetests in science (which are mostly male) what will be possible the future. Even if you can forgive the strict replacememt of men with women in good leadership position and giving the bad one to men, you can not enjoy the display of homosexual men kissing. How should anybody who is not gay (which most of humanity is not) enjoy it. And after all that, the repeating implication that everybodys opinion is equal and that bad people are those who believe in strenght is utterly digusting. Is the Saudis view of womens rights equal to the obes of the west? This is all propaganda of radical leftists. But fortunately unlike honest stories like the original Star Trek, oropaganda is alway forgotten quickly. Star Wars and co. are all stories written for men. Women and Homosexuals should have their own stories and not steal others.",30 January 2018
"Technically done admirably. Story is compelling,,all actors are up to the task, visuals are great, directed like a true professional would, however some scenes made me puke. The subtleness of previous star trek spin offs is gone, and they openly advocate for LGBT minority in this show, I guess they wanted everyone to like the show, possibly to make more money. Everything Gene Rodenberry wanted this show to be is now gone. I grew up watching star trek, and all I can say is: childhood ruined, although after some googling I found out even next generation spin off was a hoax. To think I started drinking earl gray tea because of cpt. Picard. Not sure what to say really. Threw all of star trek dvds to garbage, cancelled my netflix subscription and uninstalled star trek online. I hope I'll die soon.",22 February 2018
"Star Trek used to make you think, check and question your morals, overcome prejudice and small-mindedness, and inspire hope for a better future.

This action-and-tears show does nothing of the kind: An insecure, yet stubborn, and supremely unrelatable main character is time and again told that she is the only one fit to save the day (and the universe). She feels out of place, she has changed (yes, she cries more), she doesn't know if she can take it anymore (I can't).

The overall premise of season 3 could actually be interesting. Cut out the weeping and soft music and there'd be 25 more minutes per episode for character development and actual story-line.

I am sure, though, JJ Abrams loves the show as is. Just his kinda thing. And TNG's Wil Wheaton can henceforth claim to have portrayed a grounded, brave and likable character.",26 November 2020
"I kinda liked the captain but the main character was just making dumb decision after dumb decision. Seemed like everything that went wrong was all her fault. We are told that she is smart but its told, not shown. Her giving the number of seconds before the storm hit was a dumb scene. All the scenes with the Klingons were slow and boring. Also it causes continuity issues. It seems like they are setting up a long arc with the Klingons which I'm not looking forward to. Also, why did they give a female character a male name? It was really odd.

Despite the many issues with the series so far, i thought the show was watchable. Certainly not worth paying for though.",26 September 2017
"The only thing Star Trek about this show is its name, and that is a real shame. Star Trek has been a great sci-fy vehicle for decades and has had many great shows and movies. Wow, time i will never get back. Sorry Star Trek fans, this is more pushing a social issue than an entertaining show with characters we give a frack about.",30 September 2020
"...you know that the writters are bad.

BUT if you put this bad writing into a very colourful universe (or multiverse) with a lot of depth and you throw enough money and decent actors at it something almost watchable comes out.

If you like great sci-fi mixed together with a cheesy telenovela soap opera this show is for you.",7 April 2019
"The first season is trying too hard to win fans over by massive visual effects. No doubt, the VFX are on par, but what the series lacks are great episodes.

The overall story ark might be compelling, but what Star Trek is all about seems to be hidden from the view of the director and producers. Every season of every Star Trek series was judged by the quality of single episodes. And this series does not have on great episode that can stand on its own.

In TNG (and even VOY) every episode is a great story of its own, a 45 minute experience that can stand on its own and be judged as such. But discovery takes another path. It tries too hard to feed the overall story ark and this is where it ultimately fails.

They story ark might be quite interesting, seeing the Klingon empire rise, but the episodes fall behind. As a side note, the main character is utterly unlikeable. Bad actor and badly written character.

What fans were hoping for was a revival of TNG, but what they got was a 7 hours long movie that stretches so far it grows weary of itself and becomes thin like butter spread on too much bread.",22 July 2018
"I was really looking forward to seeing this as Star Trek is something I loved to watch as a child, then later with my own children. It has always been good to watch as a family but not this one.

It is nothing like Star Trek should be. There are no lighter moments it's very dark and even disturbing at times. I loved the old series for the mixture of serious themes but also the fun side that was always there.

I watched the first series with an open mind and knew there would be inconsistencies with technology, uniforms, alien races etc but I feel this should not have the Star Trek name at all. There isn't even one character I can warm to. And as for the captain....! I'll say no more, except that I won't be watching the next series!",17 November 2017
"I can't take this seriously. Almost at least that bad, like the Jar-Jar Abrahms ST-movies / Kelvin-timeline.",14 March 2020
"When I decided to give my opinion about the newest member of the Star Trek universe I didn't know how to do so without overwhelming the reader, that's how many objections/critiques/complaints I had. I will zoom in on just three for the sake of clarity and help others who want to contribute to the Trek universe.

Limited exposure of other characters is my first complaint. The show focuses on just one character, this is a massive about face of EVERY SHOW that have graced the ""screen"" since the inception of the Trek world. Every main character has one or two episodes a season where this character stands out and is expanded upon while tackling the story line along with any moral lesson(s) the story might teach. Not all lessons are of great import. ""Data's Day is simply Data writing to a scientist telling him about his day. Also not every character highlighted in an episode is a main character such as "" Lower Decks"" was about the average day of four junior officers. This variety keeps the show fresh and gives the writers room to maneuver so to speak where the only limitation is the writer's imagination. This brings me to my second objection, the show has just one plot through out the entire season. Huh!? I suppose if the plot is intriguing and captivating, but an entire season? No, my reasons for the first complaint apply to this one as well.

The third complaint is altering already known elements or inserting elements never known. Case in point are the Klingon species. Their appearance has been RADICALLY changed so much that Trek fans had to be reintroduced to this species. The Klingon's physical characteristics are not the only changes,their mannerisms, beliefs as well as their interactions with each other reminded me of a cult rather than a race of warriors. This much I know Lieutenant Worf(oops Captain) would be very disappointed.

These changes are bad enough but the actress who plays Michael made a comment to reporters that leads me to think she hasn't really watched Star Trek. She was responding to a reporter's comments on STD being a bit more gritty than what the fans expected. She said real life is gritty. This implies previous shows stayed away from topical issues never contributing to dialogue pertaining to what was concerning people at that time. That is ridiculous, take the two part episode where Picard is captured by the Cardassians and tortured him until he was rescued. The torture scenes were right on the money revealing torture's true intent was/is humiliation, degradation, and remove all semblance of how the victim identifies himself and his place in the world so that he can be molded into what ever the torturer desires. We know this through the dialogue that takes place between Picard and his torturer. The episode was successful because in part to Amnesty International being consulted. Star Trek is loved because it shows us what we were,what we are and what we will become. We are wiser than what we were and will become wiser than what we are now. Those are the thoughts I always came away with at the end of each episode of each show until now. Thank God (and Netflix) for reruns.",27 November 2017
"OK, it's 5 episodes in and my initial thought is getting stronger. WHY?

Do I like this new series?, No I don't think I do. It's just not Star Trek. It could be OK sci first but not Trek.

Why? Too many changes. It's 10 years before TOS with Kirk Et-Al, but it feels way more advanced. The ships sleeker, it's faster, it's got more fire power, it feels bigger... Need I go on?

The Klingons simply aren't Klingons in looks and mannerisms, I don't know why they are even called Klingons other than to lure Trekkies and wanna be Trekkies in.

The acting is stilted, the writing formulaic at best, oh and the effects... expensive and uninspired, the same old CGI with lens flares a la everything since JJ did his reboot.

So, I ask, is it worth continuing? Nah, it simply ain't worth the effort. Goodbye new ""Trek"" welcome back Kirk, Picard and all that boldly went before, I'm revisiting them all instead",21 October 2017
"Rubbish ! Original series 8 out 10, next gen 9 out 10 ,voyager 7 ,deep space 9 about 5 for me Enterprise 6, but how this and the new Picard got released ...so so bad !",23 November 2020
"I hated season 1 (which I rate at 2-3 stars) for many reasons described better by native English speakers in reviews here. So I didn't have high hopes for season 2. However it appears that they've gone back to the roots now - although there are still continuity issues with the previous series regarding tech etc.

I'd recommend people who've bailed on Discovery because of season 1 to give season 2 a chance...

Edit: Dec 2020: Unfortunately season 3 so far is almost as bad as season 1, some episodes even worse.

Edit: February 2022 Season 4 is practically unwatchable. All pretense of caring about story and making quality sci-fi is gone. It's full steam ahead with the soap opera woke train and it is unbelievably cringe worthy. I'm out.",28 January 2019
"They got the name wrong on this tv show, it's Star tears, or Cry Trek, either fits this tv show perfectly, becouse thats all that happens in it, tears and crying from all the female actors, and there is alot of them. They could just have left out the male actors, the few that are in star tears dosnt fit in this female cry/tears universe.

Dont get me wrong, i love women and Star Trek, but why do i've to watch crying adult women for 20 min each episode.",6 December 2019
"Don't bother with this crap, it's an offence to the Star Trek universe. Go and watch The Orville instead and you'll get those warm fuzzy feelings that you used to get from Star Trek.",25 January 2018
"If you treat the show as science/fantasy... it keeps getting better and better.

In terms of Star Trek, it's an abomination. But apparently the producers see that they burned 90% of all Star Trek fans and are now struggling to do ""fan service"" to recover from their abysmal mistake.

I'm not going to forget or forgive them, for their tragic error. But... like I said.. if you treat the series as science/fantasy, it's good.. and getting better all the time. I rated Season 3, episode 1 with a 9.

but in good conscience I must retain my series rating of a 3.",15 October 2020
"Feels like a 08/15 Science Fiction show but there is no feel or heart of Star Trek in there, for me it looks like that the producers have nothing seen from Star Trek except for the last 2 cinema films...but even these films get closer to Star Trek then this show is. the show is set in the time-line close to the original series, but it feels more like between the original films and TNG.

As bad as the story and the camera work is, i could get over it when there where characters with heart and emotions like in the past Star Trek: Enterprise Show, (it wasn't perfect in a couple of things, but the characters made it nearly perfect for me)but they are all cold and faceless, they all feel like robots, nothing that makes them feel human for me. the only character that has a little bit of chance to get there, maybe in a couple of episodes, is captain lorca i think...

would it be a some kind of a ""new nameless science fiction show"" i maybe would give 5 or 6 points out of 10, but considering the fact that it claims and names itself star trek i could only give 2 points...

so to describe it in one sentence: a lot of cgi with the most stupid story you have seen in a trek show and the most stupid actors u have seen in a trek show (and i don't think this will get better anymore)

my biggest wish is that some day it will come a Trek show that plays in the same time-line but is based on the original series in case of optic and feel, but sadly i know this never will happen to us:(",23 October 2017
"Absolutely gutted, why oh why do writers feel they have to bring a social agenda in,. All of us trekkers just want to look to the stars and believe in something different, yes we want to see the bad guy in the Borg or the Klingons, or the funny side of Data or Quark, but why can we not have uncomplicated decent storylines, please please please make this a two season run.",8 February 2019
"The new Trill characters are exceedingly hard to watch for more than a minute at a time. Super annoying voices, and so so acting. Not sure if I can hang. Oh, and Michelle Yeoh is HORRIBLE... and now it's 2 months later and I'm starting to agree w many others... STOP FREAKING CRYING. USS Family Therapy. Enough. and enough if the moral high ground. Admiral is good tho.",7 November 2020
"What a disappointment. To be fair I was not expecting much considering the cast and team behind this, but it is worse than expected. It is boring, badly written and the acting and charisma is well below par. I'm shocked that this even got out past quality control. If this makes it into season 2 I will be further shocked. Well done on destroying the Star Trek series.",4 October 2017
"Every character is almost always crying for one reason or other. It feels like I am watching a soap opera with characters spewing some scientific jargons. Only thing missing from this soap opera is Back-scheming.

Plot twists are horrible, suspense is predictable but, CGI is good (That's why the 2 Stars). Every punchline is straight out of a Soap Opera.

Tons of life advices in the series (everybody is lifting somebodies morale as they are having existential crisis in their personal life and relationships).

Final Note : Watch it if you are a fan of soap operas for it opened a new genre in that regard, a Sci-Fi Soap opera BS spanning whole Multiverse. Don't ever watch it if you are even remotely a fan of star trek as it will ruin star trek for you and you might develop PTSD for start trek. For those who have never watched star trek, please do not watch this, it's not star trek.

#RIPstartrek",11 November 2020
"ST was never very much about drama, but STD is drama only! Michael has a permanent cry in her face, it's really far too much!",14 April 2019
"Seriously...are you all just plain bored? Trying to force good feelings and warmth is not working. And too many close calls, what is this Batman? I think that I am bored now and have to say ""the end""... of this series for me.",8 January 2021
"If it didn't had Star Trek on the name it could have passed for a very lame heavy cgi wanna be sci-fi series. Sadly it has that name, and there is nothing that will remind you of Star Trek. I was not hoping for something like TNG or TOS, but i wanted something like it, something like deep space nine would have been perfect.

But no, let's remove everything peculiar about the series and make it absolutely similar to the others.

Why Star Wars fan can have a EXACT replica of the old star wars with some new title and actors, and we trekkies are left with a characterless series?!?!",3 October 2017
"Give it a chance. I confess the first episode gave me a bad taste and didn't watch it afterward, but one day decided to continue watching it and ..boy I was amazed. Pass the first 5 episodes S1 and it will blow your mind. With every passing episode, it gets better and better. Then each episode is like a movie, a great Star Trek movie in its own right. Season 2 a completely different plot than the first season. As I said it gets better by the episode. Super powerful storylines.Now I can't wait for the next episode. It is my most expected serial of the week. Think a lot of poor reviews are because of a strange, unfamiliar for the ST fans first episode but in my opinion, it is the tv show to watch.",29 March 2019
"I'll start by saying I'm a Trekkie through and through. I've bought the merchandise, been to conventions, and I build the model starships when I can. So, when I say I've watched every episode of every Star Trek show ever made, you can believe me.

When I heard there was going to be a new Trek show, I got excited! The first new Star Trek in more than a decade, since the untimely demise of Enterprise. And then more information came out. Slowly, but surely, my excitement waned. Yet, I watched the first episodes eagerly. With every passing minute I became more and more frustrated. Why? Let me tell you.

While the acting is for the most part, excellent and the production is visually impressive, the writing is awful. You cannot create a prequel show without respecting all that has gone before. Your tech is supposed to be inferior, yet Discovery boasts holographic communications, hologramatic user interfaces that the crew uses to access library computers and such and more. Don't even get me started on the ridiculous thing that is the ""spore drive"". I'll just say that while an interesting idea, it was based on flawed science that has since been refuted, completely and utterly.

Enterprise was a good show, but not brilliant. They did things right. They downgraded the available tech seen on the ships. Weapons were underpowered, they didn't have shields, photon torpedoes were brand new. Heck, when she left space dock, she didn't even have phaser cannons. You see my point? Every single time the producers (of which there were 21 for season 2) are challenged to explain the obvious differences, they come up with some non-answer that says absolutely nothing. Then they use weak writing to try and stitch together their already flawed story and marry it with what's accepted as canon in the Star Trek universe.

I'm being generous with my 5 stars, honestly. Mainly for how visually impressive the show is. Sadly, I think my rating is only going to decline further with season 3. Discovery may be Star Trek in name, but it is most definitely NOT Star Trek in nature. This truly could've been a blockbuster had it been done correctly and respectfully.",10 November 2019
I agree with all the previous negative reviews. But I must also note that I think that they are trying so very very hard to appease all of the social justice warriors out there that they have little room to make a decent story. You may have as well named it STAR TREK PC. But like everyone else I also agree that you need to stop going into the past and screwing with continuity. Why do you think that Enterprise did so poorly? It made no sense to go pre TOS and make a series with ships that looked more advanced etc etc. Stop trying to peddle to the social justice warriors and just make a good show and stop screwing up the timeline. I will not subscribe to another month. 6 episodes was more than enough for me to realize that this show has Roddenberry rolling in his grave even worse than Enterprise did.,23 October 2017
"... then we will all going to Burn! And then we will reborn not from ashes, but from oceans of tears 🤣🤣 Michael's and Tilly's tears 😭 I don't think there is another movie with as many bad actors altogether. Such a waste of time ... I'm going to watch again TNG, to stop the bleeding from my eyes. PS: If anybody's checking, for the demographics record, you've lost another female Trekkie!",28 November 2020
"This is not a purist review, some immature guy that wants to ramble about how good old trek was.

I can see parts of the back story and cinematography going somewhere. But even that spark, gone, painted by the rivers of post- modernist, neo-marxist shallow ideology, drowned. Polarizing trek to far-left politics, removing almost all of its core, and on top of that. A nice mask of compassion, going where no man has gone before.

If you have average opinion on this show, it only states your level of ignorance and lack of historical knowledge. This is CULTURE and IDEOLOGY pushing. The ideology that got 10ns of millions people killed the last century. I don't think many people get it, where this rabbit hole ends, one step at a time, one show, one law etc.

There is a mandatory 2k pages book in Russian high-schools now. The ""Gulag Archipelago"" it is called. I recommend you read it.

Just to familiarize yourself how this ""art"", or ""culture"" pushing ends.

Shame to see this kind of stuff, pops on the big screens these days.

I wont even start talking about the Klingons, thats hilarious. Taking their iconic facial expressions out, overshadowing the honor narrative with some ""purity"" poop.

""1"" Is a far to great rang for this show.",10 October 2017
"Thanks for ruining the series. This show is boring, soapbox- grandstanding at its finest. Although there has always been an element of PC culture in Star Trek that exhibited itself in ""humans are all equal"", I feel this series has stretched PC to the breaking point just to see how much push-back the fans will give. For me it seems that the Alinsky Rules are working as the networks work to destroy everything Western Civilization cherishes. ""Star Wars reboot... check... garbage... Star Trek TV show... check! garbage...what else can we screw up? Hey! What about Rocky? Let's make him the first trans woman boxer that beats up a straight-cis-white guy from Iowa!""

This series will forever be known as the STD of the series.",21 October 2017
I generally enjoyed the series but the overly woke content had soured me. I hope the entertainment industry will go back to entertaining rather than attempts at social engineering.,16 May 2022
"The art direction in this is a mess. Being that it is set in the same time period as the original show it would make sense that the art direction looked to that series for inspiration. This show while visually interesting does not make any sense what so ever . Just because you can, doesn't mean you should.",24 December 2017
"Worst sci fi series ever, supposedly set about 10 years before Kirk's voyages and yet the tech is far more advanced, the Klingons look nothing like any Klingons in Kirk's time, how could an entire race change so radically in such a short time?, and they are far too dumb to ever have invented interstellar travel on this show, and what's with the ship that spins like a top? Stupidest effect ever in any sci fi show, movie, etc...Unlike any other Star Trek seres you really gotta turn off your brain for this one.",3 February 2018
"If you are easily fooled by special effects, this show is for you. There is no real story lines here. Most of it is ludacris at best. A space dwelling tardigrade that can navigate a ship? Please. Might as well wave a magic wand. Oh no, Sarek is in trouble and we will have to use a mind meld over parsecs to find him. Yeah. All the other star treks,including enterprise use creative license. Any good fiction does. However, it has to be believable creative license and discoveries' license is anything but.",25 February 2019
"I gave it until the mid-season.

And then they crapped all over all the good they did.

No.

This is not Star Trek.

This needs to die.",29 January 2018
"The new ST so far is just awful. The Klingons are horrible and I don't understand why they changed their look. They remind me more of lizardly Gorn than Klingon.

My boyfriend is even a bigger ST fan than I am and we both fell asleep watching the first part of this. WE FELL ASLEEP AT THE PILOT!! And I seriously doubt we'll finish watching it. We had like 7minutes of the first episode to finish and after we woke up we just said F**k it, and went to watch something else.

It's sad to see they butcher every reboot, remake or series this days. especially with all the SJW crap they stuff in shows now. ...and reading here I saw 9 and a half pages out of 16 with 1 star reviews...9 1/2!!! let that sink into your minds dear creators of this STD you put out before the fans. It's bad.",27 September 2017
"This is a shame! This is NOT Star Trek, but an Asylum version of it. Historical inaccuracies, technical inaccuracies, pathetic characters, constrained dialogues. I could cry! I feel physical pain while watch this... This is simply a crime against entire Star Trek universe. You guys killed this legend and you've stolen my childhood dream. I hate you all!",1 November 2017
"This is one of the worst TV shows I've seen a while. This show is HEAVILY influenced by current societal trends. It feels as if the the series' manuscript was given to a group of Social justice warriors and radical feminists for criticism prior to filming it. Authors sacrificed the quality to make the show more ""palatable"" and ""safe"" to avoid the reactions of vocal minorities.",19 November 2017
The worst episode of the Star Trek history. Remarkable.,28 November 2020
"Not Star Trek at all. The world is not one you want to watch for 3 minutes let alone want to become part of.

The uniforms sum up the show perfectly. Dull, unimaginative and nothing like Star Trek; yet has a Starfleet Insignia sitting uncomfortably in there somewhere.

Watched the first three episodes in good faith, but switched over to The Orville after that. The captain is the star of Star Trek shows, not emo mutineers.",27 December 2017
"The opening scene where they can't get the communicator to signal through the clouds of an approaching storm, but they can trace out the federation symbol in the sand and the ship somehow sees *that* instead... sets expectations of the series. Nothing really make sense, it's a bunch of SJW drivel mashed together. The main character can't get anything right, actually no one is particularly enjoyable, makes watching an exercise in frustration. No way I'm paying an extra subscription fee to follow, you'd have to pay me. And this is coming from a lifelong trek fan :(",25 September 2017
4 episodes to the date and simply not good. Dull and simple character and weird sci fi stuff to a ridiculous point. The main character is the only one who realizes everything and any other is stupid or plain incompetent. At least you know the Orville is a joke... would need to wait for next Expanse season.,9 October 2017
Then move on to other Star Trek projects. This was unforgiving.,13 September 2020
"This is a total pile of Virtue-signalling Hollywierd nonsense. Nothing to do with the beautiful ideals of the Star Trek dream. This is simply dumbed-down 'progressive'(regressive lets be honest) lefty horse hockey.

Put that aside and you still have huge issues. Technology that simply doesn't belong this early in ANY Star Trek timeline. Behaviour of what are supposed to be highly trained Starfleet officers (yeah more like petulant 5 year olds) acting completely unlike an office should. No optimistic future view here folks. Just darkness, misery and another desperate attempt to make something akin to TWD or GOT to appeal to filth-minded millenials. And swearing! Absolute joke.

And finally, the ratings this is displaying are a joke in themselves. Really??? Talk about fiddling the figures. Grow up. Wake up. Stop pandering to a completely deluded minority of morons who have no idea how the real world works and start making Star Trek that Star Trek fans want you elitist idiots. I will not be watching this but will check out The Orville instead based on so many recommendations on this site.",4 November 2017
"After watching the first ten episodes of Star Trek: Discovery currently available on Netflix I decided that enough is enough.

Star Trek: Discovery is a lacking, nonintellectual and clumsy attempt at recreating Gene Roddenberry's cult classic. Besides being all that it takes itself way too seriously.

All character dialogue in the series is utterly horrible. Everything every character says seems to be a and clumsy explanation of what's currently happening on screen aimed at the audience. The characters continuously explain the most mundane and normal events of their own universe to each other while Discovering new things they should already be aware of given that they're the best of the best working in top of the line military science vessel. Most of the time the characters Discover their own feelings about an event or anothing character.

All the human characters are hyper emotional, rash caricatures with bursting impulsive compulsions and lacking self control and social skills. The main characters are also highly sexual and for obvious reasons there's a token gay couple in the mix as well. There is no strategic thinking in the series and every big decision is made impulsively and on the spot with no real discussion surrounding it. Most of the time the half-Vulcan female lead character Burnham is somehow deemed the most qualified to make every single decision in the series. And then deemed the most qualified to act those decision out with guns blazing and emotions running wild.

There are some really interesting characters in the mix as well. It's a real shame the lead characters get all the screen time and dialogue, while the alien science officers, witty engineers and cybernetic androids are used only as backdrops with expensive makeup. Some of the characters seem to be based on two or three lines of backstory. ""This is the character with the weird eyes. The character is also steadfast and has emotions."" The most intelligent specialists on the ship rarely get a say in anything and the characters tend to keep every single bit of knowledge to themselves for as long as possible, before revealing it to the other characters only as a plot device in a dramatic way after hours or days of withholding it. Everything even remotely scientific in STD is way less so than even in the original series made back in the 60's. But the original series came out in the 60's so how is that even possible you ask. Well in the 60's they wanted the original Star Trek series to be scientifically at least somewhat accurate so the creators consulted actual scientists on matters of science. In STD the science is a mere backdrop as well and sadly so. With no scientific accuracy or any rational logic the series is just a fantasy drama set on a space ship.

Plot wise STD relies solely on two things: keeping the audience information deprived and then surprising the audience with something unexpected and bold. Repeat every 1-2 episodes. This straightforward action movie script style would probably work better if the audience consisted of pre-teens and elderly people. There is no real big picture in the series either which is a real shame given that the series promised to show the audience a part of the timeline less familiar with some pretty huge events going on in the part universe with the massive war and everything. Instead in a vast colorful and interesting universe the crew of a top of the line science vessel keeps running into the same bad people over and over again while struggling with the same idiotic problems in every episode. Everybody on the ship is a hero and bad guys are bad guys just because. Then the suspense is built and in the next episode you get to see more of exactly the same with little no to progress while all the characters struggling with their basic emotions and sexual needs.

Bonus points for hiring Doug Jones, who surely deserves more dialogue and screen time than this.

To all the other disappointed Star Trek and scifi fans out there: instead of watching this sad piece of modern media go watch The Orville instead. It's better in almost every way while doing almost the same exact thing and watching it is actually fun and enjoyable.",14 January 2018
"Oh my god. It's like they intentionally want to make a terrible show. I can't believe how untalented this writing and production is. It's so sad how cringe it is.

There is literally not a single element that I can think of that is good in this show. Most importantly, this has nothing to do with science fiction. You can clearly tell that there is no one with the faintest idea of science on the writing team. It's insultingly stupid for something bearing the name 'Star Trek'.

There is literally not a single likeable character. All of them are incredibly cringe.

Lastly, it is incredibly disrespectful to the plot of the original Trek. They basically don't care about the rules of the old universe.

It deserves to be decanonised.",25 September 2017
"Really liked the show until the F bombs, GD, etc. Why can't they make a TV series that has good enough writers to not have to curse to get the point across? Sad that this seems to be so accepted now, you can't sit down with your family and watch shows without screening them first. Maybe loosing enough viewers will get someones attention.",26 October 2017
An estrogen infused trip to space. Weak on action and excitement. Story lines are poorly thought out.,2 November 2020
Season one I didn't hate seasn 2 was poor and seems a long way from Star Trek. I think I will stick with The Orville which seems to channel more of a star trek vibe than this show.,30 November 2019
